20170420125251,10.0.3.2,5001,10.0.1.1,55334,4,0.0-11.3,24510464,17320664
20170420125302,10.0.3.2,5001,10.0.1.1,55335,5,0.0-11.2,25821184,18422280
20170420125313,10.0.3.2,5001,10.0.1.1,55336,4,0.0-11.0,22675456,16423828
20170420125325,10.0.3.2,5001,10.0.1.1,55337,5,0.0-11.2,23330816,16597800
20170420125336,10.0.3.2,5001,10.0.1.1,55338,4,0.0-11.1,25559040,18418877
20170420125347,10.0.3.2,5001,10.0.1.1,55339,5,0.0-11.1,24510464,17593154
20170420125358,10.0.3.2,5001,10.0.1.1,55340,4,0.0-11.2,21626880,15468374
20170420125410,10.0.3.2,5001,10.0.1.1,55341,5,0.0-11.1,25559040,18418389
20170420125421,10.0.3.2,5001,10.0.1.1,55342,4,0.0-11.5,25952256,18076771
20170420125432,10.0.3.2,5001,10.0.1.1,55343,5,0.0-11.2,21233664,15111149
20170420125444,10.0.3.2,5001,10.0.1.1,55344,4,0.0-11.2,25821184,18421746
20170420125455,10.0.3.2,5001,10.0.1.1,55345,5,0.0-11.2,25821184,18380802
20170420125506,10.0.3.2,5001,10.0.1.1,55346,4,0.0-11.5,21495808,15014857
20170420125518,10.0.3.2,5001,10.0.1.1,55347,5,0.0-11.2,25821184,18421999
20170420125529,10.0.3.2,5001,10.0.1.1,55348,4,0.0-11.2,25821184,18408877
20170420125541,10.0.3.2,5001,10.0.1.1,55349,5,0.0-11.9,22282240,14988207
20170420125552,10.0.3.2,5001,10.0.1.1,55350,4,0.0-11.0,25034752,18198347
20170420125603,10.0.3.2,5001,10.0.1.1,55351,5,0.0-11.2,25690112,18421085
20170420125614,10.0.3.2,5001,10.0.1.1,55352,4,0.0-11.2,22413312,15962355
20170420125625,10.0.3.2,5001,10.0.1.1,55353,5,0.0-10.9,23330816,17103238
20170420125636,10.0.3.2,5001,10.0.1.1,55354,4,0.0-11.1,25559040,18419396
20170420125648,10.0.3.2,5001,10.0.1.1,55355,5,0.0-11.6,24510464,16832372
20170420125659,10.0.3.2,5001,10.0.1.1,55356,4,0.0-11.3,23461888,16554821
20170420125711,10.0.3.2,5001,10.0.1.1,55357,5,0.0-11.2,25821184,18422107
20170420125722,10.0.3.2,5001,10.0.1.1,55358,4,0.0-11.2,24641536,17549203
20170420125733,10.0.3.2,5001,10.0.1.1,55359,5,0.0-11.3,22282240,15773701
20170420125745,10.0.3.2,5001,10.0.1.1,55360,4,0.0-11.3,25952256,18423431
20170420125756,10.0.3.2,5001,10.0.1.1,55361,5,0.0-11.5,25821184,18016908
20170420125807,10.0.3.2,5001,10.0.1.1,55362,4,0.0-11.3,21495808,15281787
